COUNTRY,HOLDER NAME,ISSUER,ISIN,NET SHORT POSITION (%),POSITION DATE,POSITION CLOSE DATE,MARKET VALUE,NO SHARES,PROCESS DATE,REMARKS
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED ,CRODA INTERNATIONAL PLC,GB0002335270,1.1,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED ,CUPID PLC,GB00B4NJ4984,0.72,2/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED ,FENNER PLC,GB0003345054,1.81,2/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FOX-DAVIES CAPITAL LIMITED,AFRICAN MEDICAL INVESTMENTS PLC,IM00B39HQT38,0.29,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FRESCO S.R.L.,HIBU PLC,GB0031718066,0.35,12/17/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FRESCO S.R.L.,HMV GROUP PLC,GB0031575722,5.86,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"FVP MASTER FUND, L.P.",DIXONS RETAIL PLC,GB0000472455,0.35,12/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"FVP MASTER FUND, L.P.",HMV GROUP PLC,GB0031575722,1.07,1/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"FVP MASTER FUND, L.P.",JOHNSTON PRESS PLC,GB0004769682,1.18,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"GEORGETOWN ASSET HOLDINGS, LTD.",XP POWER LTD,SG9999003735,0.65,12/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,ENQUEST PLC,GB00B635TG28,0.59,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.3,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.39,1/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,MAX PETROLEUM PLC,GB00B0H1P667,1.06,1/22/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,PETROFAC LTD,GB00B0H2K534,0.48,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,SAGE GROUP PLC,GB0008021650,0.45,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.01,11/9/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GLG PARTNERS LP,SPORTINGBET PLC,GB0009516252,0.19,1/16/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GMT CAPITAL CORP,CARPETRIGHT PLC,GB0001772945,3.56,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GMT CAPITAL CORP,MONITISE PLC,GB00B1YMRB82,0.55,12/3/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GMT CAPITAL CORP,OCADO GROUP PLC,GB00B3MBS747,2.72,2/22/2013,,,,2/27/2013,
UNITED KINGDOM,GMT CAPITAL CORP,STOBART GROUP LTD,GB00B03HDJ73,1.9,2/19/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"GREENLIGHT CAPITAL, INC.",DAILY MAIL & GENERAL TRUST PLC,GB0009457366,4.43,11/2/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,GUEVOURA FUND LTD,LONMIN PLC,GB0031192486,0.67,12/6/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HBK INVESTMENTS L.P.,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.61,12/3/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,ABCAM PLC,GB00B6774699,0.49,11/8/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,BREWIN DOLPHIN HOLDINGS PLC,GB0001765816,0.37,2/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,CRANSWICK PLC,GB0002318888,0.48,11/19/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DEVRO PLC,GB0002670437,0.3,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DIALIGHT PLC,GB0033057794,0.31,11/8/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.71,2/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.8,2/22/2013,,,,2/27/2013,
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIBERWEB PLC,GB00B1FMH067,0.05,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,FIDESSA GROUP PLC,GB0007590234,0.46,2/21/2013,,,,2/27/2013,
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,GREGGS PLC,GB00B63QSB39,0.82,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,MCBRIDE GROUP PLC,GB0005746358,0.61,2/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON ALTERNATIVE INVESTMENT LIMITED,MOTHERCARE PLC,GB0009067447,0.5,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,ABCAM PLC,GB00B6774699,0.5,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,CARPETRIGHT PLC,GB0001772945,1.01,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,DIALIGHT PLC,GB0033057794,0.54,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,DOMINO PRINTING SCIENCES PLC,GB0002748050,0.51,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,DOMINOS PIZZA GROUP PLC,GB00B1S49Q91,0.67,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,FENNER PLC,GB0003345054,0.48,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,FIBERWEB PLC,GB00B1FMH067,1.65,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,GREGGS PLC,GB00B63QSB39,0.92,12/24/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,MARSTON'S PLC,GB00B1JQDM80,2.16,11/26/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HENDERSON GLOBAL INVESTORS,SYNERGY HEALTH PLC,GB0030757263,0.62,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,ASOS PLC,GB0030927254,0.48,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,BWIN.PARTY DIGITAL ENTERTAINMENT,GI000A0MV757,0.51,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,LAMPRELL PLC,GB00B1CL5249,0.82,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,VESUVIUS PLC,GB00B82YXW83,0.48,1/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,HIGHBRIDGE CAPITAL MANAGEMENT LLC,WEIR GROUP PLC,GB0009465807,0.46,12/6/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,IGNIS INVESTMENT SERVICES LTD,CVS GROUP,GB00B2863827,0.41,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,AMLIN PLC,GB00B2988H17,0.66,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,BODYCOTE PLC,GB00B3FLWH99,0.78,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,ELECTROCOMPONENTS PLC,GB0003096442,0.99,1/29/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LTD,MEARS GROUP PLC,GB0005630420,0.54,1/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,INVESTEC ASSET MANAGEMENT LIMITED,LONMIN PLC,GB0031192486,0,11/14/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"JOHO CAPITAL, LLC",CSR PLC,GB0034147388,4.03,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.52,1/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,APR ENERGY PLC,GB00B58D4C52,0.27,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIDESSA GROUP PLC,GB0007590234,0.31,2/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,FIRSTGROUP PLC,GB0003452173,0.4,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,PREMIER FARNELL PLC,GB0003318416,0.48,12/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,JPMORGAN ASSET MANAGEMENT (UK) LTD,XP POWER LTD,SG9999003735,1.01,11/28/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,AFRICAN MINERALS LTD,BMG0114P1005,0.92,2/4/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,ASOS PLC,GB0030927254,2.03,1/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,KYNIKOS ASSOCIATES LP,OCADO GROUP PLC,GB00B3MBS747,4.97,2/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,AGGREKO PLC,GB00B4WQ2Z29,2.88,1/2/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,APR ENERGY PLC,GB00B58D4C52,3.27,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,ASHMORE GROUP PLC,GB00B132NW22,0.5,2/22/2013,,,,2/27/2013,
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,BRITISH SKY BROADCASTING GROUP,GB0001411924,1.24,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,MAN GROUP PLC,GB00B83VD954,1.83,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,MICHAEL PAGE INTERNATIONAL PLC,GB0030232317,3.12,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,OPHIR ENGERGY PLC,GB00B24CT194,1.8,2/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,PEARSON PLC,GB0006776081,0.61,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,PETROFAC LTD,GB00B0H2K534,2,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,PROVIDENT FINANCIAL PLC,GB00B1Z4ST84,2.59,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,PRUDENTIAL PLC,GB0007099541,1.03,12/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,SAINSBURY (J) PLC,GB00B019KW72,1.55,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,TESCO PLC,GB0008847096,0.45,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,TULLOW OIL PLC,GB0001500809,1.78,1/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,WEIR GROUP PLC,GB0009465807,3.42,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,WH SMITH PLC,GB00B2PDGW16,2.73,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LANSDOWNE PARTNERS LIMITED,WM MORRISON SUPERMARKETS PLC,GB0006043169,2.81,2/1/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LAZARD ASSET MANAGEMENT LLC,SPORTINGBET PLC,GB0009516252,0,2/1/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LAZARD ASSET MANAGEMENT LLC,LONRHO,GB0002568813,0.89,12/10/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LOMBARD ODIER ASSET MANAGEMENT (SWITZERLAND) SA,BORDERS & SOUTHERN PETROLEUM,GB00B08F4599,0.74,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LOMBARD ODIER ASSET MANAGEMENT (SWITZERLAND) SA,BOWLEVEN PLC,GB00B04PYL99,0.71,12/18/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LONE PINE CAPITAL LLC,DIXONS RETAIL PLC,GB0000472455,0.75,1/25/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LONE PINE CAPITAL LLC,HOME RETAIL GROUP PLC,GB00B19NKB76,1.41,1/4/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LONE PINE CAPITAL LLC,WH SMITH PLC,GB00B2PDGW16,0.95,1/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,LONE PINE CAPITAL LLC,WM MORRISON SUPERMARKETS PLC,GB0006043169,0.91,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"LUXOR CAPITAL GROUP, LP",BLINKX PLC,GB00B1WBW239,1.73,1/2/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"LUXOR CAPITAL GROUP, LP",WH SMITH PLC,GB00B2PDGW16,1.14,12/28/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MAGNETAR FINANCIAL (UK) LLP,LONMIN PLC,GB0031192486,0.17,12/11/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MAN INVESTMENTS LTD,ROCKHOPPER EXPLORATION,GB00B0FVQX23,0.49,1/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MARBLE ARCH INVESTMENTS, LP",DIXONS RETAIL PLC,GB0000472455,1.67,11/14/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MARBLE ARCH INVESTMENTS, LP",HOME RETAIL GROUP PLC,GB00B19NKB76,1.38,2/1/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MARSHALL WACE LLP,FENNER PLC,GB0003345054,0.7,11/8/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MARSHALL WACE LLP,LONDON MINING PLC,GB00B1VZK334,0.49,2/22/2013,,,,2/27/2013,
UNITED KINGDOM,MARSHALL WACE LLP,LONMIN PLC,GB0031192486,0.03,12/11/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MAVERICK CAPITAL, LTD.",HOME RETAIL GROUP PLC,GB00B19NKB76,3.3,1/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MAVERICK CAPITAL, LTD.",ITV PLC,GB0033986497,0.46,12/17/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MEDITOR CAPITAL MANAGEMENT LIMITED,REED ELSEVIER PLC,GB00B2B0DG97,0.87,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MEDITOR CAPITAL MANAGEMENT LIMITED,WM MORRISON SUPERMARKETS PLC,GB0006043169,0.39,1/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MERCHANTS' GATE CAPITAL LP,WEIR GROUP PLC,GB0009465807,0.91,2/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MERCHANTS' GATE CAPITAL LP,WH SMITH PLC,GB00B2PDGW16,1.21,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MERITAGE GROUP LP,WH SMITH PLC,GB00B2PDGW16,0.93,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,METAGE CAPITAL LIMITED,BAILLIE GIFFORD SHIN NIPPON,GB0000706274,0.91,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MOORE CAPITAL MANGEMENT LP,LANCASHIRE HOLDINGS LIMITED,BMG5361W1047,0.61,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,MOORE EUROPE CAPITAL MANGEMENT LLP ,LANCASHIRE HOLDINGS LIMITED,BMG5361W1047,0.61,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",CAPITA PLC,GB00B23K0M20,0.61,12/28/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",HOME RETAIL GROUP PLC,GB00B19NKB76,1.15,1/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",HOMESERVE PLC,GB00B587FC42,2.02,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",LADBROKES PLC,GB00B0ZSH635,1.26,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",PEARSON PLC,GB0006776081,0.21,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",SERCO GROUP PLC,GB0007973794,0.71,12/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",TUI TRAVEL PLC,GB00B1Z7RQ77,0.88,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",WEIR GROUP PLC,GB0009465807,0,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MORTON HOLDINGS, INC.",WILLIAM HILL PLC,GB0031698896,0.84,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"MSD CAPITAL (EUROPE), LLP",HARGREAVES LANSDOWN PLC,GB00B1VZ0M25,1.26,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NEWBROOK CAPITAL ADVISORS LP,HOME RETAIL GROUP PLC,GB00B19NKB76,1.64,12/6/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NEWBROOK CAPITAL ADVISORS LP,MICHAEL PAGE INTERNATIONAL PLC,GB0030232317,0.9,1/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NEWEDGE UK FINANCIAL LTD ON BEHALF OF NEWEDGE GROUP,OCADO GROUP PLC,GB00B3MBS747,0.16,11/9/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NOMURA INTERNATIONAL PLC,IP GROUP PLC,GB00B128J450,0.5,11/27/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NOMURA INTERNATIONAL PLC,LONMIN PLC,GB0031192486,0.84,12/5/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NOONDAY ASSET MANAGEMENT LLP,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.52,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NUMERIC INVESTORS LLC,FALKLAND OIL & GAS,FK00B030JM18,0.5,1/2/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NUMERIC INVESTORS LLC,LAMPRELL PLC,GB00B1CL5249,0.51,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,NUMERIC INVESTORS LLC,MONITISE PLC,GB00B1YMRB82,0.51,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OCCITAN MASTER FUND LP,LONMIN PLC,GB0031192486,0.44,1/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OCH-ZIFF MANAGEMENT EUROPE LTD.,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.46,1/3/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OCH-ZIFF MANAGEMENT EUROPE LTD.,INTERNATIONAL CONSOLIDATED AIRLINES GROUP SA,ES0177542018,1.61,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OCH-ZIFF MANAGEMENT EUROPE LTD.,LANCASHIRE HOLDINGS LIMITED,BMG5361W1047,0.9,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,APR ENERGY PLC,GB00B58D4C52,1.64,1/10/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,CAPITA PLC,GB00B23K0M20,0.46,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,1,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,DIGNITY PLC,GB00B4JZFN18,1.44,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,HOME RETAIL GROUP PLC,GB00B19NKB76,0.05,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,LONMIN PLC,GB0031192486,0.55,2/1/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,SERCO GROUP PLC,GB0007973794,0.44,12/5/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,3.38,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,BORDERS & SOUTHERN PETROLEUM PLC,GB00B08F4599,0.65,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,OPTOS PLC,GB00B0WHW246,1.1,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OSLO ASSET MANAGEMENT ASA,ENQUEST PLC,GB00B635TG28,1.59,11/2/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OVS CAPITAL MANAGEMENT LLP,REED ELSEVIER PLC,GB00B2B0DG97,0.49,12/3/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,AQUARIUS PLATINUM LTD,BMG0440M1284,0.69,1/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,BLINKX PLC,GB00B1WBW239,0.79,11/13/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,BOWLEVEN PLC,GB00B04PYL99,0.9,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,BUMI PLC,GB00B5BLXT62,0.59,1/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,CHARIOT OIL & GAS LTD,GG00B2R9PM06,1.25,2/22/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,LAMPRELL PLC,GB00B1CL5249,1.2,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,LONDON MINING PLC,GB00B1VZK334,1.71,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,OCADO GROUP PLC,GB00B3MBS747,0.55,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,PETROPAVLOVSK PLC,GB0031544546,1.5,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,PREMIER FOODS PLC,GB00B7N0K053,1.02,2/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,ROCKHOPPER EXPLORATION,GB00B0FVQX23,1.11,1/2/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,OXFORD ASSET MANAGEMENT,THOMAS COOK GROUP PLC,GB00B1VYCH82,0.59,12/27/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PARVUS ASSET MANAGEMENT (UK) LLP,CARPETRIGHT PLC,GB0001772945,1.16,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PARVUS ASSET MANAGEMENT (UK) LLP,OCADO GROUP PLC,GB00B3MBS747,0.55,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PARVUS ASSET MANAGEMENT (UK) LLP,WOLFSON MICROELECTRONICS PLC,GB0033563130,1.29,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PELHAM LONG SHORT MASTER FUND LIMITED,SAINSBURY (J) PLC,GB00B019KW72,0.77,10/31/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PENNANT CAPITAL MANAGEMENT LLC,TALKTALK TELECOM GROUP PLC,GB00B4YCDF59,0.49,2/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PENNANT CAPITAL MANAGEMENT LLC,WILLIAM HILL PLC,GB0031698896,0.98,2/11/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,PENTWATER CAPITAL MANAGEMENT LP,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.44,11/27/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"PHILADELPHIA FINANCIAL MANAGEMENT OF SAN FRANCISCO, L LC ",FIDESSA GROUP PLC,GB0007590234,0.58,2/22/2013,,,,2/27/2013,
